Key	Type	Desc	Chinese (Simplified)	English	French	German	Spanish	Portuguese (Brazil)	Russian	Italian	Japanese	Korean	Chinese (Traditional)	Indonesian											
Obj/Desc/SubEXP_4	base	0	"进度之星,点击该道具可以收集20点进度之星值或者合成更高等级的进度之星道具。"	TAP to collect 20 star.MERGE to reach its next level.	"Étoile de progression, cliquez sur cet élément pour collecter 20 points d'étoile de progression ou synthétiser un élément d'étoile de progression de niveau supérieur."	"Fortschrittsstern, klicke auf diesen Gegenstand, um 20 Fortschrittssternpunkte zu sammeln oder einen Fortschrittsstern-Gegenstand höherer Stufe zu synthetisieren."	"Estrella de progreso, haga clic en este elemento para obtener 20 puntos de estrella de progreso o sintetizar un elemento de estrella de progreso de nivel superior."	"Estrela de progresso, clique neste item para coletar 20 pontos de estrela de progresso ou sintetizar um item de estrela de progresso de nível superior."	"Звезда прогресса. Нажмите на этот предмет, чтобы получить 20 очков звезд прогресса или синтезировать предмет звезды прогресса более высокого уровня."	"Stella di progresso, fai clic su questo elemento per raccogliere 20 punti stella di progresso o sintetizzare un oggetto stella di progresso di livello superiore."	プログレス スター、このアイテムをクリックして 20 プログレス スター ポイントを収集するか、より高いレベルのプログレス スター アイテムを合成します。	"프로그레스 스타, 이 아이템을 클릭하면 프로그레스 스타 포인트 20개를 모으거나 더 높은 레벨의 프로그레스 스타 아이템을 합성할 수 있습니다."	"進度之星,點擊該道具可以收集20點進度之星值或者合成更高等級的進度之星道具。"	"Bintang progres, klik item ini untuk mengumpulkan 20 poin bintang progres atau mensintesis item bintang progres dengan level lebih tinggi."											
Obj/Desc/SubEXP_5Max	base	0	"进度之星,最高等级, 点击该道具可以收集50点进度之星值。"	This item is at its MAX level.TAP to collect 50 star.	"Étoile de progression, le niveau le plus élevé, cliquez sur cet élément pour collecter 50 points d'étoile de progression."	"Fortschrittsstern, die höchste Stufe, klicken Sie auf dieses Element, um 50 Fortschrittssternpunkte zu sammeln."	"Estrella de progreso, el nivel más alto, haga clic en este elemento para obtener 50 puntos de estrella de progreso."	"Estrela de progresso, o nível mais alto, clique neste item para coletar 50 pontos de estrela de progresso."	"Звезда прогресса, самый высокий уровень, нажмите на этот предмет, чтобы получить 50 звездных очков прогресса."	"Stella di progresso, il livello più alto, fai clic su questo elemento per raccogliere 50 punti stella di progresso."	最高レベルのプログレス スター。このアイテムをクリックして、プログレス スター ポイントを 50 ポイント集めます。	"진행 스타, 최고 레벨, 이 항목을 클릭하면 진행 스타 포인트 50개를 수집할 수 있습니다."	"進度之星,最高等級, 點擊該道具可以收集50點進度之星值。"	"Bintang progres, level tertinggi, klik item ini untuk mengumpulkan 50 poin bintang progres."											
Obj/Chain/SubEXP	base	0	进度之星值	Progress Star	étoile de progrès	Stern des Fortschritts	Estrella del progreso	Estrela do progresso	звезда прогресса	stella del progresso	プログレススター	진행 스타	進度之星值	bintang kemajuan											
Obj/DailyEvent/DailyEvent6Title	base	0	蓝色星球	Blue Planet	Planète bleue	Blauer Planet	Planeta azul	Planeta azul	Голубая планета	Pianeta Blu	ブループラネット	블루 플래닛	藍色星球	Planet Biru											
Obj/Notice/DailyEvent6/Text	base	0	爱护我们的地球~	Love Our Earth~	Aimez notre Terre ~	Liebe unsere Erde ~	Ama nuestra tierra ~	Ame Nossa Terra~	Любите нашу Землю~	Ama la nostra terra~	私たちの地球を愛して~	우리 지구를 사랑해~	愛護我們的地球~	Sayangi Bumi Kita~											
Obj/Name/Envelements_1	base	0	环保袋	Eco Bag	Sac écologique	Öko-Tasche	Bolsa ecológica	Bolsa ecologica	Эко сумка	Borsa ecologica	エコバッグ	에코백	環保袋	Tas ramah lingkungan											
Obj/Name/Envelements_2	base	0	节能灯	Energy Saving Lamp	Lampe à économie d'énergie	Energiesparlampe	Lampara ahorradora de energia	Lâmpada que poupa energia	Энергосберегающая лампа	Lampada a risparmio energetico	省エネランプ	에너지 절약 램프	節能燈	Lampu hemat energi											
Obj/Name/Envelements_3	base	0	分类垃圾桶	Sorting Trash Can	Poubelle de tri	Mülleimer sortieren	clasificación de bote de basura	Classificando a lata de lixo	Сортировка мусорного бака	Cestino di ordinamento	ゴミ箱の分別	쓰레기통 분류	分類垃圾桶	Memilah Tempat Sampah											
Obj/Name/Envelements_4	base	0	太阳能	Solar Energy	Énergie solaire	Solarenergie	Energía solar	Energia solar	Солнечная энергия	Energia solare	太陽光エネルギー	태양 에너지	太陽能	Energi matahari											
Obj/Name/Envelements_5	base	0	风力发电机	Wind Turbines	Éoliennes	Windräder	Turbinas de viento	Turbinas eólicas	Ветряные турбины	Turbine eoliche	風力タービン	풍력 발전 용 터빈	風力發電機	Turbin angin											
Obj/Name/Envelements_6	base	0	电动汽车	Electric Car	Voiture électrique	Elektroauto	Coche eléctrico	carro elétrico	Электромобиль	Macchina elettrica	電気自動車	전기차	電動汽車	Mobil listrik											
Obj/Desc/EnvelementsGenerally	base	0	环保元素，通过合成可以创造更高一级的环保元素。	Environmental Elements.MERGE to reach its next level.	Éléments environnementaux.FUSIONNEZ pour atteindre le niveau suivant.	"Umweltelemente.KOMBINIEREN, um nächstes Level zu erreichen."	Elementos Ambientales.FUSIONA para llegar al siguiente nivel.	Elementos Ambientais.COMBINE para alcançar o próximo nível.	"Элементы окружающей среды.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Elementi ambientali.ABBINA per raggiungere il livello successivo.	"環境要素,同じコマを合成することでレベルアップします。"	환경 요소.같은 아이템을 합성해 레벨업할 수 있어요.	環保元素，通過合成可以創造更高一級的環保元素。	Elemen Lingkungan.Gabung untuk mencapai level berikutnya.											
Obj/Desc/EnvelementsMax	base	0	环保元素，最高等级。	Environmental Elements.This item is at its MAX level.	Éléments environnementaux.Cet objet est à son niveau MAX.	Umweltelemente.MAXIMALES Level erreicht.	Elementos Ambientales.Este objeto está en el nivel máximo.	Elementos Ambientais.Este item está no nível MÁX.	Элементы окружающей среды.Этот предмет находится на максимальном уровне.	Elementi ambientali.Questo oggetto è al livello MASSIMO.	"環境要素,このコマはLvMAXになりました。"	환경 요소.이 아이템은 이미 최고 레벨이에요.	環保元素，最高等級。	Elemen Lingkungan.Item ini berada pada level maksimalnya.											
Obj/Chain/Envelements	base	0	环保元素	Environmental Elements	Éléments environnementaux	Umweltelemente	Elementos Ambientales	Elementos Ambientais	Элементы окружающей среды	Elementi ambientali	環境要素	환경 요소	環保元素	Elemen Lingkungan											
Obj/Name/Pollution_1	base	0	脏垃圾桶	Dirty Ashcan	Cendrier sale	Schmutziger Ashcan	Cenicero sucio	Cinza suja	Грязный Ашкан	Cenere sporco	汚いアッシュカン	더러운 재떨이	臟垃圾桶	Ashcan kotor											
Obj/Name/Pollution_2	base	0	砍伐树木	Cut Down Trees	Couper des arbres	Bäume fällen	Cortar árboles	Cortar árvores	Вырубать деревья	Tagliare alberi	木を切り倒す	나무를 베다	砍伐樹木	Menebang pohon											
Obj/Name/Pollution_3	base	0	污水排放	Sewage Disposal	Évacuation des eaux usées	Abwasserentsorgung	Eliminación de aguas residuales	Coletor de esgotos	Очистные сооружения	Smaltimento delle acque reflue	下水処理	하수 처리	污水排放	Pembuangan Limbah											
Obj/Name/Pollution_4	base	0	废气排放	Exhaust Emissions	Émissions d'échappement	Abgas Emissionen	Emisiones de escape	Emissões de escape	Выбросы выхлопных газов	Emissioni di scarico	排出ガス	배기가스 배출	廢氣排放	Emisi Gas Buang											
Obj/Name/Garbage	base	0	垃圾堆	Garbage Dump	Voirie	Müllkippe	Basurero	Depósito de lixo	Мусорная свалка	Mondezzaio	ごみ捨て場	쓰레기 더미	垃圾堆	Tempat pembuangan sampah											
Obj/Name/Factory	base	0	工厂	Factory	Usine	Fabrik	Fábrica	Fábrica	Фабрика	Fabbrica	工場	공장	工廠	Pabrik											
Obj/Desc/Factory	base	0	工厂，点击该道具可以产出垃圾堆。	Factory.TAP to produce new items.	Usine.TOUCHEZ pour produire de nouveaux objets.	"Fabrik.TIPPEN, um neue Gegenstände herzustellen."	Fábrica.TOCA para producir objetos nuevos.	Fábrica.TOQUE para produzir itens novos.	"Фабрика.НАЖИМАЙТЕ, чтобы производить новые предметы."	Fabbrica.TOCCA per produrre nuovi oggetti.	"工場,タップで新しいコマを作ります。"	공장.눌러서 새로운 아이템을 생성하세요.	工廠，點擊該道具可以產出垃圾堆。	Pabrik.Ketuk untuk menghasilkan item baru.											
Obj/Chain/Garbage	base	0	污染源	Pollution Source	Origine de la pollution	Verschmutzungsquelle	Fuente de contaminación	Fonte de Poluição	Источник загрязнения	Fonte di inquinamento	汚染源	오염원	污染源	Sumber Polusi											
Obj/Name/CatToyShop	base	0	宠物店	Pet Shop	Animalerie	Tierhandlung	La tienda de animales	pet shop	Зоомагазин	Negozio di animali	ペットショップ	애완 동물 가게	寵物店	Toko hewan											
Obj/Desc/CatToyShop	base	0	开启后可以获得宠物主题物品及其他奖励。	TAP to produce new items.	TOUCHEZ pour produire de nouveaux objets.	"TIPPEN, um neue Gegenstände herzustellen."	TOCA para producir objetos nuevos.	TOQUE para produzir itens novos.	"НАЖИМАЙТЕ, чтобы производить новые предметы."	TOCCA per produrre nuovi oggetti.	タップで新しいコマを作ります。	눌러서 새로운 아이템을 생성하세요.	開啟後可以獲得寵物主題物品及其他獎勵。	Ketuk untuk menghasilkan item baru.											
Obj/Name/CatToyBox	base	0	玩具盒	Toy Box	Coffre à jouets	Spielzeugbox	Caja de juguetes	Caixa de brinquedo	Ящик для игрушек	Scatola dei giocattoli	おもちゃ箱	장난감 상자	玩具盒	Kotak mainan											
Obj/Desc/CatToyBox	base	0	开启后可以获得宠物玩具。	TAP to produce new items.	TOUCHEZ pour produire de nouveaux objets.	"TIPPEN, um neue Gegenstände herzustellen."	TOCA para producir objetos nuevos.	TOQUE para produzir itens novos.	"НАЖИМАЙТЕ, чтобы производить новые предметы."	TOCCA per produrre nuovi oggetti.	タップで新しいコマを作ります。	눌러서 새로운 아이템을 생성하세요.	開啟後可以獲得寵物玩具。	Ketuk untuk menghasilkan item baru.											
Obj/Name/SpaceBag_1	base	0	飞船型航空舱	Spaceship Pet Bag	Sac pour animal de compagnie de vaisseau spatial	Raumschiff-Haustiertasche	Bolsa para mascotas de nave espacial	Saco de mascote de nave espacial	Сумка для космического корабля	Borsa per animali domestici dell'astronave	宇宙船ペットバッグ	우주선 애완동물 가방	飛船型航空艙	Tas Hewan Peliharaan Pesawat Luar Angkasa											
Obj/Name/SpaceBag_2	base	0	方形航空舱	Square Pet Bag	Sac carré pour animaux de compagnie	Quadratische Haustiertasche	Bolsa cuadrada para mascotas	Bolsa quadrada para animais de estimação	Квадратная сумка для домашних животных	Borsa quadrata per animali domestici	スクエアペットバッグ	스퀘어 펫 백	方形航空艙	Tas Pet Persegi											
Obj/Name/SpaceBag_3	base	0	便携太空包	Portable Pet Bag	Sac portable pour animaux de compagnie	Tragbare Haustiertasche	Bolsa portátil para mascotas	Bolsa portátil para animais de estimação	Портативная сумка для домашних животных	Borsa per animali portatile	ポータブルペットバッグ	휴대용 애완동물 가방	便攜太空包	Tas Hewan Peliharaan Portabel											
Obj/Name/SpaceBag_4	base	0	双肩太空包	Backpack Pet Bag	Sac à dos pour animaux de compagnie	Rucksack Haustiertasche	Mochila para mascotas	Mochila para animais de estimação	Рюкзак Сумка для домашних животных	Zaino per animali domestici	バックパック ペットバッグ	배낭 애완 동물 가방	雙肩太空包	Tas Hewan Peliharaan Ransel											
Obj/Name/SpaceBag_5	base	0	多功能太空包	Multifunctional Pet Bag	Sac multifonctionnel pour animaux de compagnie	Multifunktionale Haustiertasche	Bolsa multifuncional para mascotas.	Bolsa multifuncional para animais de estimação	Многофункциональная сумка для животных	Borsa multifunzionale per animali domestici	多機能ペットバッグ	다기능 애완 동물 가방	多功能太空包	Tas Hewan Peliharaan Multifungsi											
Obj/Desc/SpaceBagGenerally	base	0	"太空包,通过合成可以创造更高一级的太空包。"	Pet Bag.MERGE to reach its next level.	"Sac pour animaux de compagnie,KOMBINIEREN, um nächstes Level zu erreichen."	"Haustiertasche,KOMBINIEREN, um nächstes Level zu erreichen."	"Bolsa para mascotas,FUSIONA para llegar al siguiente nivel."	"Bolsa para animais de estimação,COMBINE para alcançar o próximo nível."	"Сумка для домашних животных,СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	"Borsa per animali domestici,ABBINA per raggiungere il livello successivo."	"ペットバッグ,同じコマを合成することでレベルアップします。"	"애완동물 가방,같은 아이템을 합성해 레벨업할 수 있어요."	"太空包,通過合成可以創造更高一級的太空包."	"Tas Hewan Peliharaan, Gabung untuk mencapai level berikutnya."											
Obj/Desc/SpaceBag	base	0	"太空包,点击该道具可以收集猫咪用品或者合成更高等级的太空包道具。"	Pet Bag.MERGE to reach its next level.TAP to produce new items.	"Sac pour animaux de compagnie,FUSIONNEZ pour atteindre le niveau suivant.TOUCHEZ pour produire de nouveaux objets."	"Haustiertasche,KOMBINIEREN, um nächstes Level zu erreichen.TIPPEN, um neue Gegenstände herzustellen."	"Bolsa para mascotas,FUSIONA para llegar al siguiente nivel.TOCA para producir objetos nuevos."	"Bolsa para animais de estimação,COMBINE para alcançar o próximo nível.TOQUE para produzir itens novos."	"Сумка для домашних животных,СЛИВАЙТЕСЬ, чтобы достичь следующего уровня.НАЖИМАЙТЕ, чтобы производить новые предметы."	"Borsa per animali domestici,ABBINA per raggiungere il livello successivo.TOCCA per produrre nuovi oggetti."	"ペットバッグ,同じコマを合成することでレベルアップします。タップで新しいコマを作ります。"	"애완동물 가방,같은 아이템을 합성해 레벨업할 수 있어요.눌러서 새로운 아이템을 생성하세요."	"太空包,點擊該道具可以收集貓咪玩具或者合成更高等級的太空包道具."	"Tas Hewan Peliharaan, Gabung untuk mencapai level berikutnya. TAP untuk menghasilkan item baru."											
Obj/Desc/SpaceBagMax	base	0	"太空包,最高等级。 点击该道具可以收集猫咪用品。"	Pet Bag.This item is at its MAX level.TAP to produce new items.	"Sac pour animaux de compagnie,FUSIONNEZ pour atteindre le niveau suivant.TOUCHEZ pour produire de nouveaux objets."	"Haustiertasche,MAXIMALES Level erreicht.TIPPEN, um neue Gegenstände herzustellen."	"Bolsa para mascotas,Este objeto está en el nivel máximo.TOCA para producir objetos nuevos."	"Bolsa para animais de estimação,Este item está no nível MÁX.TOQUE para produzir itens novos."	"Сумка для домашних животных,Этот предмет находится на максимальном уровне.НАЖИМАЙТЕ, чтобы производить новые предметы."	"Borsa per animali domestici,Questo oggetto è al livello MASSIMO.TOCCA per produrre nuovi oggetti."	"ペットバッグ,このコマはLvMAXになりました。タップで新しいコマを作ります。"	"애완동물 가방,이 아이템은 이미 최고 레벨이에요.눌러서 새로운 아이템을 생성하세요."	"太空包,最高等級. 點擊該道具可以收集貓咪玩具."	"Tas Hewan Peliharaan,Item ini berada pada level MAX.TAP untuk menghasilkan item baru."											
Obj/Chain/SpaceBag	base	0	太空包	Pet Bag	Sac pour animaux de compagnie	Haustiertasche	Bolsa para mascotas	Bolsa para animais de estimação	Сумка для домашних животных	Borsa per animali domestici	ペットバッグ	애완동물 가방	太空包	Tas Hewan Peliharaan											
Obj/Name/CatNest_1	base	0	猫垫	Cat Mat	Tapis de chat	Katzenmatte	Alfombrilla para gatos	tapete de gato	Кошачий коврик	Tappetino per gatti	猫マット	고양이 매트	貓墊	Tikar Kucing											
Obj/Name/CatNest_2	base	0	猫窝	Cat Nest	Nid de chat	Katzennest	Nido de gato	Ninho de gato	Кошачье гнездо	Nido di gatto	猫の巣	고양이 둥지	貓窩	Sarang Kucing											
Obj/Name/CatNest_3	base	0	猫咪座椅	Cat Seat	Chat Siège	Katzensitz	Asiento de gato	Assento de gato	Сиденье для кошек	Seggiolino per gatti	キャットシート	고양이 좌석	貓咪座椅	Kursi Kucing											
Obj/Name/CatNest_4	base	0	猫咪太空球	Cat Space Ball	Chat Space Ball	Katzen-Weltraumball	Bola del espacio del gato	Bola Espacial do Gato	Кошачий космический шар	Sfera spaziale del gatto	キャットスペースボール	고양이 공간 공	貓咪太空球	Bola Luar Angkasa Kucing											
Obj/Name/CatNest_5	base	0	毛毡小屋	Felt Hut	Cabane en feutre	Filzhütte	Cabaña de fieltro	Cabana de feltro	Войлочная хижина	Capanna di feltro	フェルトの小屋	펠트 헛	毛氈小屋	Pondok Felt											
Obj/Name/CatNest_6	base	0	藤编屋	Rattan House	Maison en rotin	Rattan-Haus	Casa de mimbre	Casa de vime	Дом из ротанга	Casa Rattan	ラタンハウス	등나무 집	籐編屋	Rumah Rotan											
Obj/Name/CatNest_7	base	0	猫咪小床	Cat Cot	Lit pour chat	Katzenbett	Cuna para gatos	Berço para gato	Кошачья кроватка	Lettino per gatti	猫用ベッド	고양이 침대	貓咪小床	Ranjang Kucing											
Obj/Name/CatNest_8	base	0	基础猫咪小屋	Basic Cat House	Maison de base pour chat	Einfaches Katzenhaus	Casa básica para gatos	Casa Básica para Gatos	Простой кошачий домик	Casa per gatti di base	ベーシックキャットハウス	기본 고양이 집	基礎貓咪小屋	Rumah Kucing Dasar											
Obj/Name/CatNest_9	base	0	精致猫咪小屋	Exquisite Cat House	Maison de chat exquise	Exquisites Katzenhaus	Exquisita casa para gatos	Requintada casa de gato	Изысканный кошачий домик	Squisita casetta per gatti	絶妙な猫の家	절묘한 고양이 집	精緻貓咪小屋	Rumah Kucing yang Indah											
Obj/Name/CatNest_10	base	0	双层猫咪小屋	Double Storey Cat House	Maison pour chat à deux étages	Doppelstöckiges Katzenhaus	Casa para gatos de dos pisos	Casa de Gato de Dois Andares	Двухэтажный кошачий домик	Cuccia per gatti a due piani	二階建てのキャットハウス	2층 고양이 집	雙層貓咪小屋	Rumah Kucing Dua Lantai											
Obj/Name/CatNest_11	base	0	猫咪别墅	Cat Villa	Villa chat	Katzenvilla	Casa de gatos	Vila Gato	Кот Вилла	Villa del Gatto	キャット ヴィラ	고양이 빌라	貓咪別墅	Vila Kucing											
Obj/Name/CatNest_12	base	0	豪华猫咪别墅	Deluxe Cat Villa	Villa Chat de Luxe	Deluxe-Katzenvilla	Villa de lujo para gatos	Vila Gato Deluxe	Вилла Делюкс для кошек	Villa Deluxe per gatti	デラックス キャット ヴィラ	디럭스 캣 빌라	豪華貓咪別墅	Vila Kucing Deluxe											
Obj/Desc/CatNestGenerally	base	0	"猫窝,通过合成可以创造更高一级的猫窝道具。"	"Cat Nest,MERGE to reach its next level."	"Nid de Chat,KOMBINIEREN, um nächstes Level zu erreichen."	"Katzennest,KOMBINIEREN, um nächstes Level zu erreichen."	"Nido de Gato,FUSIONA para llegar al siguiente nivel."	"Ninho do Gato,COMBINE para alcançar o próximo nível."	"Кошачье гнездо,СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	"Nido di gatto,ABBINA per raggiungere il livello successivo."	"猫の巣,同じコマを合成することでレベルアップします。"	"고양이 둥지,같은 아이템을 합성해 레벨업할 수 있어요."	"貓窩,通過合成可以創造更高一級的貓窩道具."	"Sarang Kucing, Gabung untuk mencapai level berikutnya."											
Obj/Desc/CatNest	base	0	"猫窝,产出进度之星。"	"Cat Nest, produce progress star."	"Nid de chat, produire une étoile de progrès."	"Katzennest, Fortschrittsstern produzieren."	"Nido de gato, producir estrella de progreso."	"Ninho de gato, produzir estrela de progresso."	"Кошачье гнездо, производить звезду прогресса."	"Nido di gatto, produrre stella di progresso."	猫の巣、進歩の星を生産する。	"고양이 둥지, 진보 별 생산하기."	"貓窩,產出進度之星。"	"Sarang kucing, menghasilkan bintang kemajuan.
"											
Obj/Chain/CatNest	base	0	猫窝	Cat Nest	Nid de chat	Katzennest	Nido de gato	Ninho de gato	Кошачье гнездо	Nido di gatto	猫の巣	고양이 둥지	貓窩	Sarang Kucing											
Obj/Name/CatProducts_1	base	0	项圈	Collar	Collier	Kragen	Cuello	Colarinho	Воротник	Collare	えり	칼라	項圈	Kerah											
Obj/Name/CatProducts_2	base	0	宠物指甲剪	Pet Nail Scissors	Ciseaux à ongles pour animaux de compagnie	Nagelschere für Haustiere	Tijeras para uñas de mascotas	Tesoura para unhas de estimação	Ножницы для ногтей для домашних животных	Forbici per unghie per animali domestici	ペット用爪切りはさみ	애완용 손톱 가위	寵物指甲剪	Gunting Kuku Hewan Peliharaan											
Obj/Name/CatProducts_3	base	0	宠物梳子	Pet Comb	Peigne pour animaux de compagnie	Haustierkamm	Peine para mascotas	Pente de estimação	Расческа для домашних животных	Pettine per animali domestici	ペットくし	애완동물 빗	寵物梳子	Sisir Hewan Peliharaan											
Obj/Name/CatProducts_4	base	0	猫砂盆	Cat litter box	Bac à litière pour chat	Katzentoilette	Caja de arena para gatos	Caixa de areia para gatos	Кошачий туалет	Lettiera per gatti	猫用トイレ	고양이 모래 상자	貓砂盆	Kotak kotoran kucing											
Obj/Name/CatProducts_5	base	0	宠物香波	pet shampoo	shampoing pour animaux de compagnie	Haustier-Shampoo	Champú para mascotas	Shampoo para animais de estimação	шампунь для животных	shampoo per animali domestici	ペットシャンプー	애완 동물 샴푸	寵物香波	sampo hewan peliharaan											
Obj/Name/CatProducts_6	base	0	猫咪营养膏	Cat Nutrition Cream	Crème Nutritionnelle Chat	Katzennahrungscreme	Crema Nutricional para Gatos	Creme Nutritivo para Gatos	Питательный крем для кошек	Crema nutritiva per gatti	猫栄養クリーム	고양이 영양 크림	貓咪營養膏	Krim Nutrisi Kucing											
Obj/Name/CatProducts_7	base	0	猫咪肉泥	Cat Meat Puree	Purée de viande de chat	Katzenfleischpüree	Puré de carne de gato	Purê De Carne De Gato	Пюре из кошачьего мяса	Purea Di Carne Di Gatto	猫肉ピューレ	고양이 고기 퓌레	貓咪肉泥	Haluskan Daging Kucing											
Obj/Name/CatProducts_8	base	0	猫咪罐头	Canned Cat	Chat en conserve	Konservierte Katze	Gato enlatado	Gato enlatado	Консервированный кот	Gatto in scatola	猫の缶詰	통조림 고양이	貓咪罐頭	Kucing Kaleng											
Obj/Name/CatProducts_9	base	0	猫粮	Cat Food	La nourriture pour chat	Katzenfutter	Comida de gato	Comida de gato	Кошачья еда	Cibo per gatti	キャットフード	고양이 먹이	貓糧	Makanan kucing											
Obj/Name/CatProducts_10	base	0	猫咪食盆	Cat Bowl	Bol pour chat	Katzennapf	Cuenco para gatos	Tigela para Gatos	Кошачья миска	Ciotola per gatti	キャットボウル	고양이 밥그릇	貓咪食盆	Mangkuk Kucing											
Obj/Desc/CatProductssGenerally	base	0	"猫咪用品,通过合成可以创造更高一级的猫咪用品。"	Cat Supplies.MERGE to reach its next level.	"Fournitures pour chat.KOMBINIEREN, um nächstes Level zu erreichen."	"Katzenbedarf.KOMBINIEREN, um nächstes Level zu erreichen."	"Suministros de Mascotas ({0}),FUSIONA para llegar al siguiente nivel."	Suministros de Mascotas.COMBINE para alcançar o próximo nível.	"Товары для кошек.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Forniture per gatti.ABBINA per raggiungere il livello successivo.	"猫用品,同じコマを合成することでレベルアップします。"	"고양이 용품,같은 아이템을 합성해 레벨업할 수 있어요."	"貓咪用品,通過合成可以創造更高一級的貓咪用品."	Perlengkapan Kucing.Gabung untuk mencapai level berikutnya.											
Obj/Desc/CatProducts	base	0	"猫咪用品,点击该道具可以收集猫窝或者合成更高等级的猫咪用品道具。"	Cat Supplies.MERGE to reach its next level.TAP to produce new items.	Fournitures pour chat.FUSIONNEZ pour atteindre le niveau suivant.TOUCHEZ pour produire de nouveaux objets.	"Katzenbedarf.KOMBINIEREN, um nächstes Level zu erreichen.TIPPEN, um neue Gegenstände herzustellen."	Suministros de Mascotas.FUSIONA para llegar al siguiente nivel.TOCA para producir objetos nuevos.	Suministros de Mascotas.COMBINE para alcançar o próximo nível.TOQUE para produzir itens novos.	"Товары для кошек.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня.НАЖИМАЙТЕ, чтобы производить новые предметы."	Forniture per gatti.ABBINA per raggiungere il livello successivo.TOCCA per produrre nuovi oggetti.	"猫用品,同じコマを合成することでレベルアップします。タップで新しいコマを作ります。"	"고양이 용품,같은 아이템을 합성해 레벨업할 수 있어요.눌러서 새로운 아이템을 생성하세요."	"貓咪用品,點擊該道具可以收集貓咪救助站道具或者合成更高等級的貓咪用品道具."	Perlengkapan Kucing.Gabung untuk mencapai level berikutnya.Ketuk untuk menghasilkan item baru.											
Obj/Desc/CatProductsMax	base	0	"猫咪用品,最高等级. 点击该道具可以收集猫窝。"	Cat Supplies.This item is at its MAX level.TAP to produce new items.	Fournitures pour chat.FUSIONNEZ pour atteindre le niveau suivant.TOUCHEZ pour produire de nouveaux objets.	"Katzenbedarf.MAXIMALES Level erreicht.TIPPEN, um neue Gegenstände herzustellen."	"Suministros de Mascotas,Este objeto está en el nivel máximo.TOCA para producir objetos nuevos."	Suministros de Mascotas.Este item está no nível MÁX.TOQUE para produzir itens novos.	"Товары для кошек.Этот предмет находится на максимальном уровне.НАЖИМАЙТЕ, чтобы производить новые предметы."	Forniture per gatti.Questo oggetto è al livello MASSIMO.TOCCA per produrre nuovi oggetti.	"猫用品,このコマはLvMAXになりました。タップで新しいコマを作ります。"	"고양이 용품,이 아이템은 이미 최고 레벨이에요.눌러서 새로운 아이템을 생성하세요."	"貓咪用品,最高等級. 點擊該道具可以收集貓咪救助站道具."	Perlengkapan Kucing.Item ini berada pada level maksimalnya.Ketuk untuk menghasilkan item baru.											
Obj/Chain/CatProducts	base	0	猫咪用品	Cat Supplies	Fournitures pour chat	Katzenbedarf	Suministros para gatos	Cat Suprimentos	Товары для кошек	Forniture per gatti	猫用品	고양이 용품	貓咪用品	Perlengkapan Kucing											
Obj/Name/CatToy_1	base	0	逗猫棒	cat teaser	chat taquin	Katzen-Teaser	teaser de gato	provocação de gato	кошачий тизер	rompicapo per gatti	猫のティーザー	고양이 티저	逗貓棒	penggoda kucing											
Obj/Name/CatToy_2	base	0	毛线球	Ball of yarn	Pelote de laine	Wollknäuel	Bola de estambre	novelo de lã	Клубок пряжи	Gomitolo di lana	毛糸玉	털실 공	毛線球	Bola benang											
Obj/Name/CatToy_3	base	0	布艺小鱼	fabric fish	poisson en tissu	Fisch aus Stoff	pescado de tela	peixe de tecido	ткань рыба	pesce di stoffa	生地の魚	직물 물고기	布魚	ikan kain											
Obj/Name/CatToy_4	base	0	猫抓板	Cat Scratching Post	Arbre à chat	Katzenkratzbaum	Poste rascador para gatos	arranhador para gatos	Когтеточка для кошек	Tiragraffi per gatti	猫の爪とぎポスト	고양이 긁는 포스트	貓抓貼	Tiang Cakar Kucing											
Obj/Name/CatToy_5	base	0	猫转盘	Cat Turntable	Plateau tournant chat	Katzen-Plattenspieler	Gato tocadiscos	plataforma giratória para gatos	Поворотный стол для кошек	Giradischi gatto	猫ターンテーブル	고양이 턴테이블	貓轉盤	Meja Putar Kucing											
Obj/Name/CatToy_6	base	0	纸板屋	Cardboard House	Maison en carton	Kartonhaus	casa de cartón	casa de papelão	Картонный домик	Casa di cartone	ダンボールハウス	골판지 집	紙板屋	Rumah Karton											
Obj/Name/CatToy_7	base	0	猫咪跑步机	Cat Treadmill	Tapis roulant chat	Laufband für katzen	Cinta de correr para gatos	esteira para gatos	Беговая дорожка для кошек	Tapis roulant per gatti	猫のトレッドミル	고양이 러닝머신	貓跑步機	Treadmill Kucing											
Obj/Name/CatToy_8	base	0	猫爬架	Cat Climbing Frame	Aire de jeux pour chat	Klettergerüst für Katzen	Marco de escalada para gatos	baloiço para gatos	Рамка для лазания кошек	Parco giochi per gatti	キャットクライミングフレーム	고양이 등반 프레임	貓爬架	Bingkai Panjat Kucing											
